Position,Points,Games,team,Goals,Shots,Goals/Shots,Assist,Passes,Turnover,Fouls suffered,Fouls made,Yellow cards,Red cards,Sent offs,season
5.0,45.0,26.0,PANATHINAIKOS F.C.,30.0,194.0,1/6.5,17.0,1301.0,1191.0,425.0,497.0,75.0,1.0,3.0,2020-2021
12.0,20.0,26.0,PANETOLIKOS F.C,13.0,124.0,1/9.5,5.0,1140.0,965.0,506.0,456.0,51.0,2.0,3.0,2020-2021
4.0,47.0,26.0,P.A.O.K. F.C.,49.0,358.0,1/7.3,30.0,2117.0,1284.0,382.0,438.0,67.0,1.0,1.0,2020-2021
8.0,31.0,26.0,Car.gr PAS GIANNINA,23.0,220.0,1/9.6,14.0,1145.0,1189.0,459.0,506.0,75.0,1.0,3.0,2020-2021
3.0,46.0,26.0,A.E.K. F.C.,42.0,325.0,1/7.7,28.0,1378.0,998.0,355.0,452.0,63.0,2.0,4.0,2021-2022
14.0,13.0,26.0,APOLLON SMYRNI,9.0,176.0,1/19.6,5.0,964.0,1078.0,408.0,485.0,77.0,5.0,8.0,2021-2022
4.0,45.0,26.0,ARIS F.C.,28.0,303.0,1/10.8,17.0,1655.0,1184.0,453.0,423.0,53.0,1.0,1.0,2021-2022
8.0,35.0,26.0,ASTERAS TRIPOLI F.C.,27.0,246.0,1/9.1,19.0,1486.0,928.0,353.0,437.0,68.0,3.0,4.0,2021-2022
12.0,23.0,26.0,ATROMITOS F.C. ATHENS,27.0,228.0,1/8.4,11.0,1257.0,1121.0,407.0,410.0,54.0,1.0,3.0,2021-2022
10.0,30.0,26.0,VOLOS N.F.C.,35.0,273.0,1/7.8,18.0,1136.0,889.0,422.0,432.0,76.0,2.0,5.0,2021-2022
11.0,26.0,26.0,IONIKOS F.C.,26.0,208.0,1/8.0,17.0,1060.0,1057.0,397.0,441.0,70.0,1.0,4.0,2021-2022
13.0,18.0,26.0,PAS LAMIA 1964 F.C.,19.0,204.0,1/10.7,9.0,940.0,1031.0,434.0,424.0,56.0,1.0,1.0,2021-2022
1.0,65.0,26.0,OLYMPIACOS F.C.,47.0,308.0,1/6.6,25.0,1588.0,985.0,353.0,378.0,33.0,0.0,0.0,2021-2022
7.0,37.0,26.0,O.F.I. F.C.,33.0,276.0,1/8.4,9.0,1237.0,1096.0,357.0,470.0,77.0,1.0,3.0,2021-2022
5.0,42.0,26.0,PANATHINAIKOS F.C.,41.0,249.0,1/6.1,21.0,1432.0,1064.0,468.0,378.0,50.0,1.0,2.0,2021-2022
9.0,32.0,26.0,PANETOLIKOS F.C,27.0,220.0,1/8.1,15.0,1090.0,982.0,448.0,420.0,58.0,0.0,0.0,2021-2022
2.0,53.0,26.0,P.A.O.K. F.C.,50.0,297.0,1/5.9,28.0,1756.0,1072.0,403.0,369.0,62.0,1.0,1.0,2021-2022
6.0,40.0,26.0,PAS GIANNINA,28.0,199.0,1/7.1,13.0,1124.0,1047.0,406.0,391.0,54.0,0.0,0.0,2021-2022
2.0,59.0,26.0,A.E.K. F.C.,51.0,437.0,1/8.6,35.0,1562.0,1012.0,367.0,447.0,50.0,0.0,0.0,2022-2023
5.0,40.0,26.0,ARIS F.C.,38.0,312.0,1/8.2,27.0,1388.0,1136.0,417.0,365.0,49.0,2.0,4.0,2022-2023
10.0,25.0,26.0,ASTERAS TRIPOLI F.C.,19.0,209.0,1/11.0,12.0,1338.0,1024.0,324.0,369.0,72.0,1.0,4.0,2022-2023
8.0,29.0,26.0,ATROMITOS F.C. ATHENS,25.0,234.0,1/9.4,19.0,1007.0,1131.0,357.0,312.0,63.0,1.0,3.0,2022-2023
6.0,39.0,26.0,VOLOS N.F.C.,31.0,214.0,1/6.9,17.0,947.0,1002.0,395.0,398.0,66.0,1.0,3.0,2022-2023
12.0,18.0,26.0,IONIKOS F.C.,16.0,215.0,1/13.4,8.0,1086.0,1190.0,396.0,434.0,81.0,1.0,5.0,2022-2023
13.0,17.0,26.0,PAS LAMIA 1964 F.C.,13.0,227.0,1/17.5,7.0,975.0,1011.0,405.0,446.0,62.0,3.0,4.0,2022-2023
14.0,17.0,26.0,LEVADIAKOS F.C.,14.0,197.0,1/14.1,4.0,832.0,1077.0,386.0,393.0,67.0,0.0,3.0,2022-2023
3.0,56.0,26.0,OLYMPIACOS F.C.,53.0,355.0,1/6.7,37.0,1489.0,1160.0,323.0,371.0,50.0,0.0,2.0,2022-2023
9.0,26.0,26.0,O.F.I. F.C.,23.0,235.0,1/10.2,17.0,1351.0,1160.0,338.0,436.0,72.0,1.0,2.0,2022-2023
1.0,61.0,26.0,PANATHINAIKOS F.C.,38.0,320.0,1/8.4,17.0,1426.0,1135.0,409.0,357.0,45.0,0.0,2.0,2022-2023
7.0,29.0,26.0,PANETOLIKOS F.C.,26.0,183.0,1/7.0,17.0,799.0,973.0,375.0,397.0,59.0,1.0,2.0,2022-2023
4.0,54.0,26.0,P.A.O.K. F.C.,43.0,310.0,1/7.2,29.0,1498.0,1115.0,340.0,385.0,55.0,2.0,2.0,2022-2023
11.0,23.0,26.0,PAS GIANNINA,24.0,218.0,1/9.1,18.0,953.0,1144.0,400.0,353.0,54.0,0.0,1.0,2022-2023
2.0,59.0,26.0,A.E.K. F.C.,60.0,435.0,1/7.3,36.0,1170.0,1008.0,353.0,374.0,55.0,2.0,2.0,2023-2024
5.0,42.0,26.0,ARIS F.C.,39.0,315.0,1/8.1,19.0,1219.0,1093.0,413.0,374.0,59.0,0.0,0.0,2023-2024
7.0,31.0,26.0,ASTERAS TRIPOLI F.C.,36.0,252.0,1/7.0,29.0,995.0,914.0,337.0,389.0,71.0,0.0,5.0,2023-2024
8.0,28.0,26.0,ATROMITOS F.C. ATHENS,29.0,236.0,1/8.1,17.0,790.0,1076.0,365.0,392.0,71.0,4.0,6.0,2023-2024
13.0,19.0,26.0,VOLOS N.F.C.,24.0,231.0,1/9.6,11.0,641.0,852.0,406.0,460.0,89.0,1.0,4.0,2023-2024
11.0,21.0,26.0,A.E. KIFISIA,31.0,279.0,1/9.0,16.0,636.0,971.0,381.0,401.0,86.0,2.0,6.0,2023-2024
6.0,34.0,26.0,PAS LAMIA 1964 F.C.,35.0,242.0,1/6.9,19.0,719.0,917.0,410.0,367.0,72.0,1.0,2.0,2023-2024
3.0,57.0,26.0,OLYMPIACOS F.C.,58.0,414.0,1/7.1,29.0,1313.0,1067.0,277.0,391.0,59.0,1.0,2.0,2023-2024
10.0,25.0,26.0,O.F.I. F.C.,26.0,285.0,1/11.0,15.0,1078.0,1019.0,378.0,424.0,87.0,0.0,0.0,2023-2024
4.0,56.0,26.0,PANATHINAIKOS F.C.,62.0,357.0,1/5.8,43.0,1171.0,1085.0,357.0,384.0,47.0,2.0,3.0,2023-2024
12.0,20.0,26.0,PANETOLIKOS F.C.,26.0,275.0,1/10.6,14.0,837.0,944.0,383.0,390.0,71.0,1.0,3.0,2023-2024
9.0,27.0,26.0,PANSERRAIKOS 1946 F.C.,28.0,250.0,1/8.9,14.0,854.0,1080.0,410.0,395.0,86.0,4.0,6.0,2023-2024
1.0,60.0,26.0,P.A.O.K. F.C.,66.0,341.0,1/5.2,42.0,1469.0,1123.0,344.0,304.0,51.0,0.0,0.0,2023-2024
14.0,18.0,26.0,PAS GIANNINA F.C.,25.0,262.0,1/10.5,17.0,705.0,1015.0,362.0,363.0,83.0,1.0,4.0,2023-2024
